id,Transcript,Confidence,Label
321,"I was always interested in dieting, but if you're hungry and you're hungry and you're hungry and you're hungry and you're hungry and you're hungry and you're hungry and you're hungry and you're hungry and you're going to have a little bit of a diet, but if you're hungry and you're not hungry, you're probably going to have a little bit fat, and you're going to have a little bit of exercise, and you're going to have to have a lot of time, and you're not going to have to have a lot of time.",,0
322,"I'm actually in love with my boyfriend for three years now, and I'm kind of in love with this guy who's been in love with this guy who's been in love with this guy who's been in love with this guy who's not really in love with this guy who's in love with this guy who's in love with this guy who's in love with this guy who's in love with this guy who's in love with this guy who's in love with this guy who's in love with this guy who's in love with me, but I'm kind of like that guy who's in love with me, and I'm kind of like that guy who's kind of likes in love with me, but I's kind of got this guy who's kind of like, but I's kind of like to go into this guy who's kind of got this guy who's kind of got this guy who's kind of been in love to be in love with me, but I's kind of, but I's kind of likes kind of likes kind of likes kind of, but I's kind of, and I's kind of likes kind of like him, but I's kind of been in love that guy who's kind of like him, but I's kind of like him, but I's kind of like him and I's kind of like him, but I's kind of like him, but I's kind of like him, but I's kind of like him, but I's kind of like him, but I's kind of like him, but I's kind of like him, but he's kind of like him, but I's kind of like him, but he's kind of like him, but he's kind of the other guy who's kind of like him, but he's kind of likes kind of like him who's kind of like him and he's kind of like him, but I's kind of me, but he's kind of me, but he's kind of like him, but I's kind of like him, but he's kind of me, but he's kind of like him, but I's kind of like him who's kind of likes kind of likes",,0
323,"Now, when my family is older and younger, my mother is younger and younger and younger, my two sisters are younger and younger and my two sisters are younger and younger and younger and my two sisters are younger and younger.",,0
324,"I don't know if I'm too ill or too ill, but I don't know if I'm too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill to be too ill.",,0
325,"I don't know if it's good enough for you, but I like it for you, because I like it so much, but I like it a little bit better for you, because I like it a little bit more than it's worth a year, but I don't like it any more than it was for you.",,0
326,"And I'm kind of like my mother, because I'm kind of kind of an amicable person, and I'm kind of a little bit more attached to my mother, but I'm kind of kind of a relative, and I'm kind of kind of a relative, and I'm kind of kind of a relative, and I'm kind of kind of kind of like my mom, and I'm kind of a little bit more friendly, but I'm kind of kind of kind of kind of like my mom, but I'm kind of kind of kind of kind of kind of like my mom, and I'm kind of kind of kind of kind of like my mom, and I'm kind of kind of kind of kind of kind of kind of kind of kind of kind of like, I'm kind of like, but I'm kind of like, I'm kind of an am kind of an ex-y, I'm kind of an ex-y, I'm kind of like me, and I'm kind of an am kind of like me, I'm kind of, I'm kind of an am kind of an am kind of a little bit, I'm kind of a little bit, I'm kind of a little bit of a little bit of a little bit, I'm kind of a little bit of a little bit of a little bit of a little bit of a little bit, I'm kind of a little bit of a little bit of a little bit of a little bit of a little bit, but I'm kind of a little bit, but I'm kind of a little bit, I'm kind of a little bit, but I'm kind of a little bit, I'm kind of a little bit, I'm kind of a little bit, I'm kind of a little bit, I'm kind of a fan of a little bit, I'm kind of a little bit, I'm kind of a little bit of a little bit of a little bit of a little bit of a little bit, I'm kind of a little bit, I'm kind of a little bit, I'm kind of a little bit of a little bit of a little bit of a little bit of a little bit, but I'm kind of a little bit, I'm kind of a little bit of a little bit, but",,0
327,"I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, but I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a senior, I'm going to be a professional, I'm going to be a professional, I'm going to be a professional, I'm going to be a professional, I'm going to be a professional, I'm going to be a professional, I'm going to be a professional, I'm going to be a professional to be a professional, I'm going to be a professional, I'm going to be a professional, I'm'm'm'm going to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional, I'm going to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be a professional to be",,0
328,"I'm not very good at sports, but I'm very fond of sports, and I'm very fond of sports, but I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, but I'm very fond of sports, and I'm very fond of sports, but I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, but I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports, and I'm very fond of sports and I'm very fond of sports and I'm very fond of sports out of sports, but I'm very fond of sports out of sports, but I'm very fond of sports of sports of sports out of sports out of sports out of sports out of sports out of sports out of sports, but I's a lot of sports, I'm a lot of sports out of sports out of sports out of sports, I'm a lot of sports out of sports out of sports out of sports of sports of sports, I'm a lot of sports of sports of sports, I's a lot of sports a lot of sports out of sports, but I's a lot of sports, but I's a lot of sports out of sports, but I's a lot of sports, but I's a lot of sports, but I's a lot of sports of sports of sports, but I's a lot of sports, I's a lot of sports, but I's a lot of sports, I's a lot of sports, I's a lot of sports, I's a lot of sports, I's a lot of sports, I's a lot of sports, but I'm a lot of sports, I's a lot of sports, I's a lot of sports, I's, I's a lot of sports, I's a lot of sports, I's a lot of sports, I's a lot of sports, I's a lot of",,0
329,"I don't know if my sister and sister were always in love with me, but if my sister and sister were always in love with me and my sister, and my sister was always in love with me, and my sister was always in love with me.",,0
330,"If it's too hot, it's too hot, but it's too hot. I'm too hot, but it's too hot. If it's too hot, it's too hot. I'm too hot.",,0
331,"I'm not sure if you're going to be in trouble this year, but if you're going to be in trouble, I'm going to be in trouble for a hundred years, and I'm not going to be in trouble for that, but if you're in trouble, I'm going to be in trouble for a few years now.",,0
332,"But I'm really excited to be in the Olympics, and I'm excited to be in the winter, and I'm excited to be in the winter, because I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter, and I'm in the winter.",,0
333,"I love it because it's very early in the spring, but it's very early in the spring, and I love it most in the spring, and I like it very much in the spring, and I like it very much in the summer, and I like it a little bit more in the summer than it is in the summer, and I think it's a little bit better in the summer than it's in the summer, but it's a little bit better in the summer than it is in the summer, and it's a little bit better in the summer than it's in the summer, and it's a little bit better in the summer than it's in the summer.",,0
334,"I don't know if you're going to get married yet. I don't know if you're going to get married, but I'm going to be able to get married, but I'm going to be able to get married, but I'm going to be able to get married, because I'm going to be able to get married, but I'm going to be able to get married, and I'm going to be a little bit more like that, and I'm going to be a little bit more like that because I'm going to be able to get married.",,0
335,"I'm only doing my part-time job, but I'm only doing my part-time job, because I'm doing my part-time job on weekends, and now I'm doing my part-time work on I'm doing my part-time work on I'm doing my part-time work on I'm doing my part-time work on I'm doing it on the side of I'm doing it on the weekend.",,0
336,"The film I recently watched was a little bit of a romantic film, but it's a bit of a romantic movie, and it's quite interesting to me how I like it, and I like it very much, because I like it a lot, and I like it a lot, because I like it a lot, but I like it a little bit, but I like it a lot, and I like it a lot, and I like it a lot.",,0
337,"I've been traveling here for some time, but it seems to me that if you've been traveling here all the time, you've been traveling here all the time, but if you've been traveling all the time, and you've been traveling all the time, and you've been traveling all the time, you've been traveling all the time, and you've been traveling all the time, and you've been traveling all the time.",,0
338,"Now that I've had a lot of time to live my life, I'm going to have a little bit more of a dream, but I'm going to have a little bit of a fairy dream, and I'm going to have a little bit more of a dream, and I'm going to have a little bit of a dream, but if I'm going to have a little bit of a dream, and I'm going to have a little bit of a life, I'm going to have a little bit of a life, but I'm going to have to have a little bit of a life, but I'm going to have a little bit of a life, but I'm going to have to be able to have a little bit more of a career, but I'm going to be able to be able to be able to be able to have a little bit more of a little bit of a little bit more of a career, but I's got to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to",,0
339,"Now, if you're a little interested in baseball, and I'm interested in whether you're interested in baseball or not, but I'm interested in baseball, especially if you're interested in baseball, and I'm interested in whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball, or whether you're interested in baseball.",,0
340,"In fact, when I was in high school and in the middle of high school, I was born in the middle of high school and in the middle of the night, I was born in the middle of high school. I was born in the middle of high school. I was born in the middle of high school. I was born in the middle of high school. I was born in the middle of high school. I was born in the middle of high school. I was born in the middle of high school. I was born in the middle of high school. I was born in the middle of high school.",,0
341,"It seems to me that my character is a bit intrusive, but it seems to me that if I'm a bit in the middle of my life, I'm a bit more inclined to be in love, but if I'm a bit more inclined to be in the middle, and I'm a bit inclined to be in the middle, and I'm a bit more inclined to be in the middle of the class, and I'm a bit more inclined to be in the middle, and I'm a little bit more inclined to be in the middle of the class, but if I'm in the middle, and I'm a little bit more inclined to be in the middle, and I'm a little bit more inclined to be in the middle, and I'm a little bit more inclined to be in the middle of the middle of the middle of the middle of the middle of the middle of a bit of the middle of a bit of a bit of the class, but I am in the middle of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a personality, but of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of",,0
342,"I've seen this film recently, and I've seen a film called ""Pointos"" for the first time, but I've seen a lot of other people like him, and I've seen a lot of other people like him, and I've seen a lot of other people like him, and I've seen a lot of other people like him, and I've seen a lot of other people like him, and I've seen a lot of other people like him, and I've seen a lot of other people like him, and I've seen a lot of them, and I've seen a lot of them, and I've seen a lot of them, and I've seen a lot of them, and I've seen a lot of them, and I've seen a lot of them, but I've seen a lot of them, but I've seen a lot of them in a lot of them, and a lot of them, and a lot of them in a lot of them, but I've seen a lot of them, and a lot of them, and a lot of them, and a lot of them like a lot of them, and a lot of them, a lot of them, and a lot of them, and a lot of them in a lot of them, and a lot of them, a lot of them, a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, but I've seen a lot of them in a lot of them in a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them and a lot of them, and a lot of them, and a lot of them, and a lot of them, but they've seen a lot of them, and a lot of them, and a lot of them, and a lot of them, and a lot of them, but they've seen a lot of them, and a lot of them,",,0
343,"I'm trying to stay up and down, but I don't know if I'm going to stay up and down with my muscles for a very long period of time, but I'm going to stay up and down with my muscles, and I'm going to stay up and down with my legs, and I'm going to stay up with my muscles for a long time, and I'm going to stay up with my body, and I'm going to stay up with my body, and I'm going to stay up with my body, and I'm going to stay up with my body, and I'm going to stay up with my body, and I'm going to stay up with my body, and I'm going to stay up with my body, and I'm going to stay up with my body, and I'm going to stay up with my body, but I'm not going to stay up with my body, and I'm going to stay up with my body, but I'm going to stay up with my body, but I'm going to stay up with my body, I'm going to stay up with my body, I'm going to stay up with my body, I'm going to stay up with my body, I'm going to stay up with my body, but I'm going to stay up with my body, I'm going to stay up with my body, I'm going to stay up with my body to stay up with my body, I's going to stay up with my body, I'm going to stay up with my body, but I'm going to stay up with my body, I'm going to stay up with my body, I'm'm going to stay up with my body, but I'm going to stay up with my body, and down with my body, and down with my body, but I'm going to stay up with my body and down with my body and down with my body, I's going to stay up with my body, I's going to stay up with my body, I'm going to stay up with my body, but I's going to stay up with my body, but I's going to stay up with my body, I's going to stay up with my body, but I's going to stay up with my body, but I's",,0
344,"How do you think the last cake and the last cake are so much more beautiful than the last one, or the last one, but the last cake is so much more beautiful than the last one? yes, the cake is so beautiful as to be eaten by various characters and topping, as Esen thinks it might be.",,0
345,"I know my friends, but I'm kind of an idiot, and I'm kind of an idiot, but I'm kind of an idiot, because I'm kind of an idiot, but I'm kind of jealous of my five-year-old friends, and I'm afraid I'm kind of like this guy, but I'm kind of kind of a pretzel, and I don't know what's going to happen to my friends, but I'm kind of like, you know, I'm kind of like, you know, I'm kind of like, I'm kind of like my friends, but I'm kind of an idiot, but I'm kind of like, I'm kind of an idiot.",,0
346,"If you've been here for a few days, it's very easy to remember, but if you've been here for a few days, you've only been there for a few days, and most likely you've never been there before.",,0
347,"I don't like it because it's so hot, and I don't like it so much in the summer, and I don't like it so much in the middle of the summer, and I don't like it so much in the middle of the summer, and I don't like it so much in the middle of the summer.",,0
348,"I love to travel now. I've been planning my first round, and I've been planning my first round, but I'm going to be really excited about it, and I'm just going to be in the middle of the year, and I'm just going to be in the middle of the year, and I'm just going to be in the middle of it, and I'm going to be in the middle of it a little bit, and I'm going to be in the middle of it, and I'm going to be in the middle of it a little bit, and I'm going to be in the middle of it.",,0
349,"I don't know if I'm going to eat it recently, but if I'm going to eat it a little bit better, I'm going to eat it a little bit better, but if I'm going to eat it a little bit better, I'm going to eat it a little bit better, and I'm going to eat it a little bit better.",,0
350,"I don't like it much, but I don't like it very much. I don't like it very much. I don't like it very much. I don't like it very much. I don't like it very much.",,0
351,"I'm a middle-school student, and I'm a middle-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, but I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school teacher, and I'm a high-school kid, and I'm a high-school teacher.",,0
352,When I was a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a little older and a,,0
353,"My mom and my brother are like this, my brother is so big, my brother is so big, my brother is so big, my brother is so big, my brother is so big, my brother is so big, my brother is so big, my brother is so big, I love my brother, I love my brother, I love my brother, I love my brother, I love my sister, I love my sister, I love my sister, I love my sister, I love my sister, I love my sister, I love my sister, I love my sister, I love my sister, I love my brother, I love my sister, I love my brother, I love my brother, I love my brother, I love my brother, I love my sister is so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so much so that I love to be so much so much so much so much so that I love to have love to have to have to have to have to have to have to have to have to have to have to have to have to have to have love to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to",,0
354,"I love it, and I love it, but I love it, it's kind of love it, because I've always loved it, but I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, but I love it.",,0
355,"But if I was a little bit older and a little bit older and a little bit older and a little bit older and a little bit older and a little older, I would have been able to live a little longer and a little more, but if I had been a little bit older and a little older, I would have been able to live a little longer and a little more, but if I had been a little bit older and a little older, I would have been able to live a little longer and a little longer and a little longer and a little longer, and I would have been able to live a little bit longer and a little longer and a little more, and I would have been able to live a little bit longer and a little longer and a little longer, and I would have been able to live a little longer and a little longer, and I would have been able to live a little longer, and I would have been able to live a little bit longer and a little longer, and a little longer, and a little longer, and I would have been able to live a little longer, and a little longer, and a little longer, and I would have a little longer, but I would have been able to live a little longer, but I would have been able to live a little longer and a little longer, and a little bit longer, and a little longer, and a little bit longer, but a little longer, and a little bit longer, and a little longer, and a little bit longer, and a little longer, but a little longer, and a little longer, and a little longer, and a little bit longer, and a little longer, and a little longer, and a little longer, but I would have a little longer, but I would have a little longer, and a little longer, but I would have a little bit longer, but a little longer, and a little longer, and a little longer, and a little longer, but longer, but longer, and a little longer, but a little longer, and a little longer, but longer, but a little bit longer, but a little longer, but a little bit longer, and a little more than, but a little bit longer, and a little longer, and a little longer, but I would have a little bit longer, but I would have a little longer, and a little longer, and a little longer, but I would have a little longer, but I would have a little bit longer, but I would have",,0
356,"There's no part-timer I'd like to be here, but I'd like to be here for more than 1 year. I'd like to know if I've been here for 1 year. I've been at the phone store. I know nothing about cell phone stores. I know a lot about cell phones, and I know that I've got a lot to do with film for 3 years.",,0
357,"It seems to me that if my brother and sister are married and my siblings are married and my siblings are married and my siblings are not so good and so many of them are fighting, that I am more likely to be married than my brothers or sisters and so I am more likely to be married than my brothers and sisters and so I am more likely to be in love with my brothers and sisters than I am to be in love with my brothers and sisters and so I am more likely to be in love with my brothers and sisters than I am to be in love with my brothers and sisters, and so I am more likely to be in love with my brothers and sisters.",,0
358,"I don't think it's a good idea, but it's a very nice gift, but it's a very nice gift, but it's a very nice gift, and I think it's a very nice gift, but it's a very nice gift.",,0
359,"If there's a gift that's most memorable, can you explain to me that it's a gift that's most dear to me, and that's a gift that's most dear to me, and that's one of the most memorable gifts that I've ever had in my life, and that's the most important treasure I've ever had in my life.",,0
360,"I'm going to spend more than any other member of my family today, and I'm going to love you more than any other member of my family, and I'm going to love you more than any other member of my family, and I'm going to love you more than any other member of my family, and I'm going to love you more than any other member of my family.",,0
361,"I'd love to travel to the coast, but I'd love to travel to the coast, but I'd love to go to the coast, but I'd like to go to the coast, but I'd like to go back to the coast, but I'd like to go back to the coast.",,0
362,"If I didn't have a half-sucking animal, I wouldn't have had a half-sucker, but if I didn't have a half-suck, I'd have a half-suck, a half-suckling, a half-suck, a half-suckling, a half-suck, a half-suckling, a half-suckling, a half-suckling, a half-suckling, a half-suckling, a half-suck, a half-suckling, a half-suckling, a half-suck, and if I didn't have a half-st have a half-sucked dog, but I don't have a half-s-s-s-s-s-s-s-s-s-s-s-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n-n",,0
363,"I love Chinese rice, but I love Chinese rice, because it's really hot, and I love Chinese rice, because it's a little sweet, but it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet, it's a little sweet.",,0
364,"If you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie, you're interested in the movie.",,0
365,"I've been in the city for a long time, and I've been in love with it for a long time. And I've been in love with it for a long time, and I've been in love with it for a long time. And I've been in love with it for a long time. And I've been in the ocean, and I've been in love with it for a long time.",,0
366,"But if you're older or older, you're older or older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older, you're older",,0
367,"That's why I'm here today. I've been here a while since I've been here a while since I've been here, and I've been here a while since I've been here, but I've been here a while since I've been here a while since I've been here, and I've been here a while since I've been here, and I've been here a while since I've been here, and I've been here a little bit late.",,0
368,"I don't know why you're here, but I don't know if you're here for a while, but I'm here for a while, and I'm here for a while, but I'm here for a while, and I'm here for a while, and I'm here for a while, but I'm here for a while, and I'm here for a while, but I'm here to see a little bit of a kid, and I'm here to see a little bit of a kid, but I'm not there, and I'm here to see a little bit of a kid, and I'm here to see a little bit of a kid, but I'm here, but I'm here to see a little bit of a little bit of a kid, and I'm here to see a little bit of a little bit of a little bit of a little bit of a little bit of a kid, but I'm here.",,0
369,"I'd love to be in love with the romance, but I'd love to be in love with it, because I love to be in love with it, and I'd love to be in love with it because it's the most interesting thing to be in love with it.",,0
370,"And if I'm a bit of a fan of the movie, I'm a little bit of a fan of the movie, and I'm a little bit of a fan of the movie, but if I'm a little bit of a fan, I'm a little bit of a fan, and I'm a little bit of a fan, I'm a little bit of a fan, but if I'm a little bit of a fan of the movie, I'm a little bit of a fan of the movie, and I'm a little bit of the movie, and I'm a little bit of a fan of the movie, and I'm a little bit of the movie.",,0
371,"I don't know if I'd like to see a movie like this, but I'd like to see a movie like this, but I'd like to see a movie like this, and I'd like to see a movie like this, but I'd like to see a movie like that, but I'd like to see a movie like that.",,0
372,"But it's a little bit warmer and it's a little bit warmer, and I don't like it a little bit warmer, but if it's a little bit warmer, I don't like it a little bit warmer, but if it's really wet, it's really not going to do anything.",,0
373,"If you like them, they'll eat them, but if you like them, they'll eat them. If you like them, they'll eat them. If you like them, they'll eat them. If you like them, they'll eat them. If you like them, they'll eat them all too much.",,0
374,"I don't know if it's the first time I've ever seen an empire in my early life, but if I'm a child, it's the first time I've ever seen an emperor in my early life, and I've had a lot of fun, and I've seen it in a few years, but if I'm a Korean kid, it's a lot of fun to say, it's a lot of fun to say, but if I'm a Korean kid and I'm a kid, it's a lot of kids, it's a little bit more likely to be in a group of kids, it's a group of kids, it's a group of kids, it's a group of kids, and I don't know why it's a lot of kids, it's a lot of kids, it's a lot of kids, it's a lot more interesting to be out of them, it's a lot of them, it's a lot of them, but it's a lot of them, but it's a lot of them, but it's a lot of them, it's a lot of them, it's a lot of them, it's a lot of them, it's a lot of them, it's a lot of them, it's a lot of them's a lot of them, it's a lot of them, it's a lot of them, it's a lot of fun to be a lot of them, it's a lot of them, it's a lot of them, it's a lot of them, but it's a lot of them, but it's a lot of them, but I don's a lot of them, but it's a lot of them, but they's a lot of them, but it's a lot of interest to be a lot of interest to be a lot of interest to be a lot of interest to be a lot of interest to be a lot of them, but it's a lot of them, but it's a lot of a lot of a lot of them, but it's a lot of a lot of them, but they's a lot of them, but they's a lot of a lot of a lot of them, but they's a lot of",,0
375,"I'm just a little bit more of an emotional one, but I think it's a little bit more of an emotional one, because I'm just a little bit more of an emotional one, and I'm a little more of an emotional one, and I'm just a little bit more of an emotional one.",,0
376,"So, if I'm in the middle of the second grade and I'm in the middle of the second year and I'm in the middle of the second year and I'm in the middle of the second year and I'm in the middle of the second year and I'm in the middle of the class.",,0
377,"I've heard a lot of TV videos and I've heard a lot of TV videos and I've heard a lot of TV videos and I've heard a lot of music, but recently I've heard a lot of TV boys' songs, and I've heard a lot of them, but I've seen a lot of videos like that, and I've seen a lot of videos like that, and I've seen a lot of videos like that, and I've heard a lot of videos like that, and I've heard a lot of videos like that, and I've heard a lot of videos like that, and I've heard a lot of videos like that, and I've heard a lot of them like that, and I've heard a lot of them like to hear a lot of them like to hear about them, but I've heard a lot of them like to hear a lot of them like to hear a lot of them, but I've heard a lot of them like to hear a lot of them, but I've heard a lot of them like to hear a lot of them like to hear a lot of them like to hear a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them, and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them, and a lot of them like to hear a lot of them and a lot of them like to hear a lot of them, and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them, but they've heard a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them and a lot of them, but they've heard a lot of them, but they've heard a lot of them, but they've heard a lot of them, but they've heard a lot of them, but they've heard a lot of them,",,0
378,If you're married and you're alone and you're married and you're alone and you're in love with your husband and you're in love with your husband and you're in love with your husband.,,0
379,"Well, I'm just going to love it because I don't like it so much, but I like it so much because I love it so much, and I like it so much because I love it so much that I love it so much because I love it so much because I love it so much that I love it so much because I love it so much because I love it so much and I like it so much that I love it so much that I love it so much because I love it so much and I love it so much because I love it so much that I love it so much that I love it so much that I love it so much.",,0
380,"It seemed to me that if there was an extra part-timer, it was a little bit difficult for me to remember the first part of the day, but it was a little bit harder for me to remember the first part of the day, because it was a little bit harder for me to remember the first part of the day, when I noticed that it was a little bit easier for me to do this kind of thing at the same time, but it was a little bit harder for me to remember the first part of the day when I was a little bit of it.",,0
381,When I was in high school and I was in high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school and I was in the middle of high school.,,0
382,"That's why I don't know if it's too old to have a dog, but it's got to be too old to have a dog. Once I've come home with a dog, it's got to be too old to have a dog. I've got to be too old to have a dog.",,0
